,TransactionID,LoanAmount,ClosingDate,Quarter,Closed,RegionName,PurchasePrice,ARV,Beds,Bath,SqFt,RepairCreditLine,CashReserves,RepeatBorrower,YearsOfExperience,CompletedProperties,MarketHealthIndex,YoY,DaysOnMarket,MedianSalesPriceSqFt,MedianSalesPrice
276,2204N,149500,2013-06,2,1,33602,130000,,4,3,1180,35000,,0,,,6.41455314,10.74342702,103,185.7539,127800
285,6321N,42000,2013-05,2,0,33615,0,,1,1.5,988,0,,0,,,3.081219807,7.580398162,102,74.752,126300
287,0209M,39600,2013-05,2,0,32726,0,,3,1,916,11000,,0,,,3.547705314,6.036745407,115,64.8506,95800
288,2934C,82800,2016-1,1,0,32817,0,,3,2,1185,3000,,0,,,4.384812802,7.105719237,89,117.5855,188600
289,0602W,84500,2016-1,1,0,33563,0,,4,2,2160,35000,,0,,,3.060839372,15.63169165,85,,113500
290,0957G,42300,2013-05,2,0,33308,0,,4,2,1200,15000,,0,,,1.563254831,3.540640394,115,201.0573,490400
292,2260C,184500,2016-1,1,0,32792,0,,4,2,1945,15000,,0,,,4.689009662,7.305936073,91,113.1918,213000
296,1413L,130000,2013-07,3,1,32828,0,,4,2.5,2333,0,,0,,,2.598128019,4.503367003,91,99.333,218600
297,3130C,43200,2013-07,3,1,32776,36100,,3,1.5,1000,12000,,0,,,1.906702899,6.003335186,100,90.3045,149200
302,1016V,97800,2013-07,3,1,32765,0,,3,2,1562,0,,0,,,3.205012077,4.625267666,87,110.0474,225200
304,0472G,50050,2013-07,3,1,32708,0,,2,3,1120,0,,0,,,4.716183575,7.114228457,86,105.2372,204800
308,5632C,85150,2013-07,3,1,32277,97500,,3,2,1763,0,,0,,,0.592542271,6.794564349,86,70.1425,113600
309,12821,115500,2013-07,3,1,33778,0,,3,2,1146,0,,0,,,2.087862319,11.51977793,72.5,,136200
310,3820E,49000,2013-07,3,1,32514,50150,,3,2,1191,14000,,0,,,1.701388889,4.214876033,101.5,76.7468,120100
311,4614J,50400,2013-07,3,1,32818,0,,3,2,1185,10000,,0,,,3.688103865,10.7599699,97,61.2179,113400
312,6404M,64350,2013-07,3,0,32808,60500,,3,2,1600,15000,,0,,,0.935235507,5.844155844,84,48.5018,65500
315,6214I,85500,2013-07,3,0,32808,0,,5,3,2895,10000,,0,,,0.935235507,5.844155844,84,48.5018,65500
317,1213D,78750,2013-07,3,0,34711,87500,,3,2,1690,20000,,0,,,2.797403382,6.200396825,100,91.0542,169800
318,2467A,102000,2013-07,3,0,34746,145000,,3,2,1779,0,,0,,,1.608544686,3.934233705,112,84.9289,153500
319,4827C,58500,2013-07,3,0,32819,,,4,2,1299,2000,,0,,,3.728864734,6.25,103,115.1247,270600
321,1411N,,2013-06,2,0,32818,35100,,5,3,2193,0,,0,,,3.688103865,10.7599699,97,58.2468,112500
322,3761P,76500,2013-07,3,0,32808,85000,,4,2,1773,6000,,0,,,0.935235507,5.844155844,84,48.5018,65500
323,6045W,67500,2013-07,3,0,32808,0,,4,2,1479,15000,,0,,,0.935235507,5.844155844,84,48.5018,65500
328,0313R,88200,2013-08,3,1,32835,98000,,3,2,1536,0,,0,,,4.011171498,8.550434202,113,92.7638,194800
338,4270T,50400,2013-08,3,1,33709,50400,,4,2.5,1455,13431,,0,,,4.024758454,15.86978637,93,,99700
339,1202S,58500,2013-08,3,1,34974,43799,,3,2,1836,8000,,0,,,7.921195652,8.829365079,159,,94000
340,0126H,103500,2013-08,3,1,34743,90000,,3,2,1632,25000,,0,,,2.712862319,7.79401531,84,85.3924,111600
341,1503N,135000,2013-08,3,1,32803,90000,,3,2,822,50000,,0,,,5.889190821,5.885057471,95.5,142.7974,203700
344,2285W,35750,2013-07,3,0,32209,100,,3,1,1118,15000,,0,,,0.232487923,0,102,,40900
345,2919S,39200,2013-08,3,0,33880,39600,,3,2,1163,10000,,0,,,1.813858696,4.04494382,110,55.9273,75700
346,1131H,75000,2013-08,3,0,32308,0,,4,3.5,2561,,,0,,,1.740640097,2.52293578,101,113.5235,189800
348,0906D,101250,2013-08,3,0,34758,110000,,4,2,1660,0,,0,,,1.314915459,5.66318927,95.5,66.9305,103200
350,9750P,84000,2016-1,1,0,32825,0,,3,2,1200,0,,0,,,2.181461353,6.772673734,84.5,112.3963,185900
351,5111D,49200,2013-08,3,0,32808,36000,,3,2.5,1470,20000,,0,,,0.935235507,5.844155844,84,52.5054,66000
352,5107D,38500,2013-08,3,0,32808,0,,3,1,1430,20000,,0,,,0.935235507,5.844155844,84,52.5054,66000
353,0128O,80910,2013-08,3,0,33426,50300,,2,2,1317,18900,,0,,,1.94067029,11.64135936,81,84.6297,122000
354,0011F,188189,2013-09,3,1,32137,0,,3,2,4084,46000,,0,,,3.738677536,6.579608237,131,92.5303,172700
356,1301F,60000,2013-09,3,1,33905,53000,,3,2,1567,0,,0,,,5.760869565,18.01886792,79,74.0713,247700
357,4837L,186750,2013-09,3,1,34741,0,,5,4,4546,0,,0,,,2.613224638,12.30116649,73,2297.9198,100500
358,4970C,77609,2013-09,3,1,32226,63399,,3,2,1807,23000,,0,,,0.714824879,1.989060169,130,,177100
359,0927A,105000,2013-09,3,1,32804,0,,3,4,2033,3000,,0,,,7.962711353,7.354149548,115,152.6404,247700
360,6415B,58600,2013-09,3,1,32807,50000,,2,1,1294,15000,,0,,,4.985658213,11.53169014,89,64.4652,95900
362,2394A,126000,2013-09,3,1,34758,0,,4,2.5,2948,0,,0,,,1.314915459,5.66318927,95.5,66.2417,106300
363,0271G,63000,2013-09,3,1,34743,60000,,2,2,1000,10000,,0,,,2.712862319,7.79401531,84,85.0388,114600
364,0120T,213750,2013-09,3,1,32708,220000,,4,2,1985,25000,,0,,,4.716183575,7.114228457,86,109.928,208000
365,7302L,105000,2013-09,3,1,33967,110000,,3,2,1672,15000,,0,,,5.805404589,14.36107855,71.5,94.5374,139200
372,1265G,141750,2013-05,2,0,32837,160000,,3,2,1802,0,,0,,,3.072161836,6.77352637,85,90.3677,173000
373,0111S,51840,2013-09,3,0,32796,175000,,2,1,795,10000,,0,30,8,5.150966184,13.33333333,99,56.3076,75300
374,1096F,60000,2013-08,3,0,32708,0,,3,2,1632,20000,,0,,,4.716183575,7.114228457,86,104.9231,206500
377,2714N,76800,2013-10,4,1,33602,0,,4,3,1943,0,,0,,,6.41455314,10.74342702,103,198.1412,139000
378,4302T,54600,2013-10,4,1,33709,55000,,3,2,1685,9100,,0,,,4.024758454,15.86978637,93,54.4904,102900
381,1110W,97500,2013-10,4,1,33755,98800,,3,2,1660,15000,,0,,,4.475392512,13.203125,102,102.3308698,120600
383,1405S,53100,2013-10,4,1,33566,0,,4,2,1564,0,,0,,,1.847826087,3.667621777,120.5,95.9134,162200
384,1822G,72900,2013-10,4,1,32703,81000,,3,2,1236,0,100000,1,6,76,1.492300725,6.706408346,90,79.3868,117900
385,5839H,48000,2013-10,4,1,32808,52000,,4,2,1900,15000,,0,,,0.935235507,5.844155844,84,44.6084,68000
387,1053W,94250,2013-10,4,1,32837,122900,,4,2,1683,40000,,0,,,3.072161836,6.77352637,85,104.0803,186700
392,1044H,66689,2013-10,4,1,33823,0,,6,3,3344,6000,,0,,,3.539402174,8.546255507,108,76.885,98400
393,1907E,226850,2013-10,4,1,33904,226100,,4,3,2234,40000,,0,,,4.496527778,8.421052632,80,99.1904,193900
394,3960C,86400,2013-10,4,1,46205,66000,,3,3,2234,30000,,0,,,6.358695652,5.344202899,109.5,154.4087,137400
395,0310A,216450,2013-10,4,0,38112,16800,,4,4.5,4595,75000,,0,,,0.566123188,2.293577982,86,73.1819,49800
397,6420N,50400,2013-10,4,0,33614,56000,,2,1,1099,0,,0,,,2.998943237,12.05020921,81,69.3679,120200
400,2023C,196558,2013-11,4,1,77584,200000,,4,2.5,3094,23273,,0,,,6.981431159,8.168316832,73,156.5803,188300
402,0102S,95000,2012-11,4,1,28574,0,,3,2,1647,12000,,0,,,0.102657005,-2.698412698,94,91.03641457,137900
404,4509S,39600,2013-11,4,1,32808,40000,,2,2,955,4000,15000,0,2,3,0.935235507,5.844155844,84,43.0817,69900
405,8403P,62948,2013-11,4,1,32221,42200,,3,2,1284,21943,,0,,,0.167572464,6.268436578,100,,124900
407,0581F,70200,2013-11,4,1,34759,0,,3,2,1430,0,,0,,,2.250905797,5.405405405,113.5,82.3665,105400
412,1609S,41400,2013-11,4,1,33604,17500,,2,1,1536,6000,,0,,,2.502264493,11.88318228,102,75.9698,91100
413,2505B,62700,2013-12,4,0,32208,0,,3,2,1659,9500,,0,,,1.668176329,9.523809524,107.5,526.1557,52400
414,2202F,42500,2013-12,4,0,32208,0,,3,1,1344,0,,0,,,1.668176329,9.523809524,107.5,526.1557,52400
419,1804H,224000,2013-11,4,0,32003,185000,,5,3,3453,15000,,0,,,1.285477053,3.0474532,106,103.498,233700
421,1606S,72800,2013-11,4,0,34759,55000,,3,2,1884,0,,0,,,2.250905797,5.405405405,113.5,82.3665,105400
423,9290N,49950,2013-12,4,1,32621,0,,3,2,1728,0,,0,,,3.661684783,6.068431246,135,163.5874,81400
425,4739C,52500,2013-12,4,1,32808,0,,3,2,1963,7500,,0,,,0.935235507,5.844155844,84,43.2474,71600
426,0448C,83837,2013-12,4,1,37211,138000,,3,2,2326,28854,,0,,,8.89794686,13.90605686,62,101.1129,166200
428,7024D,68850,2013-12,4,1,32810,45000,,3,1.5,1239,29000,,0,,,0.839371981,7.327227311,82,70.9584,105700
430,0927F,80000,2013-12,4,1,28205,110000,,3,2,2032,10000,,0,,,6.852355072,6.858710562,69,137.6428,143400
431,7004C,100100,2013-12,4,1,32818,125099,,3,2,2234,3100,25000,0,18,4,3.688103865,10.7599699,97,71.7766,118900
433,1724B,150000,2013-12,4,1,28609,200000,,4,3.5,920,10000,,0,,,2.022192029,-0.766283525,118.5,,107600
436,5055C,74700,2013-12,4,1,32927,75000,,3,2,1268,8000,,0,,,3.383152174,13.84750219,81,75.1601,99500
437,6402C,57400,2013-11,4,0,32818,0,,3,2,1633,8000,,0,,,3.688103865,10.7599699,97,71.4601,117200
439,6571C,68220,2013-12,4,0,32818,0,,4,2,1695,25000,,0,,,3.688103865,10.7599699,97,71.7766,118900
440,2614R,38250,2013-12,4,0,32303,0,,3,1,960,10000,,0,,,1.368508454,3.259005146,112.5,82.5529,130700
442,6082S,106250,2013-12,4,0,32927,,,4,2,2006,20000,,0,,,3.383152174,13.84750219,81,75.1601,99500
443,1745E,153000,2013-12,4,0,32503,0,,3,2,2362,30000,,0,,,4.595410628,6.899418121,107.5,95.2656,130000
444,0535S,66500,2014-01,1,0,32807,86000,,3,1.5,1320,8000,,0,,,4.985658213,11.53169014,89,79.2633,104100
445,0193F,94500,2014-01,1,1,27530,0,,3,2,3542,10000,,0,,,7.962711353,7.354149548,115,,252600
447,1140E,43875,2014-01,1,1,32117,36650,,4,3,2288,12000,,0,,,0.670289855,3.443708609,89,,68800
449,8309J,70000,2014-01,1,1,28227,151000,,3,2,1414,10000,,0,,,4.147041063,6.770833333,101.5,77.1064,131600
452,5116L,35000,2014-01,1,1,32811,37000,,4,1,1165,1000,,0,,,1.086956522,7.713498623,115.5,66.07,59400
454,0735C,90000,2014-01,1,1,32804,160000,,2,1,849,0,,0,,,7.962711353,7.354149548,115,166.2349,252600
456,2125P,40800,2014-01,1,0,32805,50500,,3,2,1525,10000,,0,,,0.399305556,-0.835654596,102.5,69.52169077,70600
458,3410S,50000,2014-01,1,0,33062,0,,4,2.5,2729,0,,0,,,1.454559179,2.796495957,119,196.4784,472400
460,0250O,112500,2014-01,1,0,34769,120800,,4,3,1811,10000,,0,,,3.276721014,8.857615894,81,78.2866,106100
462,0750N,60000,2014-01,1,0,32707,35900,,4,2,2369,7000,,0,,,3.397493961,9.054593875,77,86.9122,152400
463,1416S,61100,2013-12,4,0,32825,0,,3,1,1056,0,,0,,,2.181461353,6.772673734,84.5,94.9832,158200
464,0035E,137250,2014-01,1,0,34744,0,,4,4,3477,20000,,0,,,3.614130435,5.791044776,102,86.7095,149900
465,8535S,109200,2014-01,1,0,32217,99000,,4,2.5,1926,30000,,0,,,1.393417874,5.20694259,110.5,76.4754,161800
470,1902B,105000,2014-02,1,1,33549,101200,,3,2,2178,30000,,0,,,4.32593599,6.08040201,91,90.9504,197100
473,1050P,75000,2014-02,1,1,37066,82299,,3,2,1365,12000,,0,,,7.473580918,8.412322275,89,93.8973,156100
474,1408I,112000,2014-02,1,1,32225,95000,,3,2,1668,35000,,0,,,0.554045894,5.757406372,90,90.0917,177700
479,1137S,137250,2014-02,1,1,32225,111000,,4,2.5,2173,41500,,0,,,0.554045894,5.757406372,90,90.0917,177700
483,7328B,85500,2014-02,1,0,28314,47000,,3,2,1681,30000,,0,,,0.753321256,-0.375586854,125,77.9759,113400
485,1532P,80000,2014-02,1,0,27610,90500,,3,2,1322,15000,,0,,,2.059933575,6.195393169,88,74.4535,124500
487,2350G,39000,2014-02,1,0,33705,45000,,2,1,1450,4000,,0,,,2.793629227,12.95652174,93.5,,106000
488,0065F,65705,2013-12,4,0,27501,99720,,3,3,1548,5000,,0,,,4.4165157,2.881236824,109,94.3554,139200
491,3148C,60000,2014-03,1,1,32205,128000,,2,1,1332,0,,0,,,2.482638889,11.4481409,82,76.2365,93400
492,9927L,57500,2014-03,1,0,32246,46000,,4,2,1851,25000,,0,,,0.798611111,5.373134328,82,92.8231,147300
493,7024T,108000,2014-03,1,0,32835,110000,,5,2,2103,,,0,,,4.011171498,8.550434202,113,96.0225,200000
497,0112H,117710,2014-04,2,1,47630,98789,,4,2,3108,32000,,0,,,9.10326087,4.744069913,,172.1781,164000
498,4019C,85500,2014-04,2,1,37138,0,,5,2,2326,25000,,0,,,7.687952899,9.886159377,72,95.3718,161900
501,0112R,57600,2014-04,2,1,28546,39000,,3,2,1050,25000,,0,,,0.692934783,-1.053484603,114,88.2071,128600
502,0011R,65000,2014-04,2,1,32164,0,,4,2,1225,0,,0,,,3.163496377,6.26223092,107,82.1318,147000
505,1975H,112500,2014-04,2,1,30058,151100,,5,3,4029,0,,0,,,3.335597826,12.51396648,119,40.601,78800
508,0104B,162000,2014-04,2,1,27526,140000,,3,3,2181,35000,,0,,,6.105072464,5.06585613,84,96.0978,191700
512,7040H,65000,2014-04,2,1,32818,0,,3,2,1514,0,,0,,,3.688103865,10.7599699,97,75.9791,123700
518,1021T,82250,2014-03,1,0,77064,0,,4,2.5,3292,2000,,0,,,6.247735507,4.409769335,83,175.8048,139600
519,2324L,140000,2014-04,2,0,33573,0,,3,2,1683,0,,0,,,5.109450483,9.233060313,92.5,78.9298,152300
524,0310S,108000,2014-05,2,1,33028,124000,,3,2,1400,0,,0,,,1.132246377,3.948863636,127,154.0928,341100
526,9504N,214500,2014-05,2,1,33065,237500,,4,2,2382,0,,0,,,1.773852657,4.187817259,112,101.3073,271800
528,6905S,71500,2014-05,2,1,33611,84000,,3,2,1136,0,,0,,,5.494414251,13.29545455,92,144.3872,196000
530,1224P,250000,2014-05,2,1,77009,0,,3,2,1134,0,,0,,,8.982487923,17.57105943,86.5,155.1304,259100
532,3929D,150300,2014-05,2,1,33596,141000,,4,2,2226,25000,,0,,,1.082427536,2.560819462,88,106.8027,238000
536,0408J,261000,2014-05,2,1,27518,0,,5,3,3040,0,,0,,,7.542270531,3.329694323,66,123.8205,368400
539,0768O,110000,2014-05,2,1,32132,0,,7,5,2507,34650,,0,,,1.769323672,8.355555556,88,,107600
540,0396L,250000,2014-05,2,1,33954,0,,4,3,1942,0,,0,,,3.469957729,10,112,80.4442,149900
542,1115C,85000,2014-05,2,0,34758,105000,,4,2,1699,0,,0,,,1.314915459,5.66318927,95.5,74.2027,127800
543,1504E,62073,2014-05,2,0,33610,38500,,3,2,1553,18500,,0,,,0.091334541,0.912646675,77,42.285,70300
545,0144M,154800,2014-05,2,0,32746,152000,,4,2,1766,20000,,0,,,3.100845411,4.761904762,99,119.1784,268700
546,1620S,45000,2014-05,2,0,33556,100000,,3,2.5,1240,0,,0,,,3.605827295,6.328743041,105,126.9209,348200
547,0244C,117000,2016-1,1,0,37210,0,,3,1.5,1706,32000,,0,,,7.994414251,14.26294821,68.5,,139600
548,0644P,360000,2016-1,1,0,33756,0,,4,2.5,2461,,,0,,,1.681008454,10.61371841,78,,164800
552,1512C,129000,2014-06,2,1,32825,123375,,4,3,1830,20000,,0,,,2.181461353,6.772673734,84.5,95.882,168100
553,1220L,89100,2014-06,2,1,32810,99000,,3,2,1660,0,,0,,,0.839371981,7.327227311,82,76.8086,118100
555,4539S,80000,2014-06,2,1,33914,90000,,3,2,1257,0,,0,,,3.079710145,4.248229904,109,122.1897,240100
557,1111O,76950,2014-06,2,1,37214,85500,,4,1,1610,0,,0,,,7.537741546,15.28839472,60,96.8914,147400
559,0510W,50900,2014-06,2,1,33602,57000,,3,1,1052,0,,0,10,200,6.41455314,10.74342702,103,194.0377,141800
563,4192C,112500,2014-06,2,1,46205,50000,,4,3,2964,75000,,0,,,6.358695652,5.344202899,109.5,148.1847,114500
565,4106N,149000,2014-06,2,1,34746,150000,,4,4,2934,8500,,0,,,1.608544686,3.934233705,112,95.1395,176700
570,1140M,100000,2014-06,2,0,33880,0,,8,1,2992,6500,,0,,,1.813858696,4.04494382,110,57.4556,87600
572,0318E,74100,2014-06,2,0,32206,39900,,3,2,1229,0,,0,,,0.002264493,-5.894308943,92,,45500
574,0412W,99000,2014-06,2,0,33603,60000,,3,2,1032,40000,,0,,,2.698520531,13.33333333,86,104.4223,121600
576,7011L,50400,2013-06,2,0,32818,0,,3,2,1300,10000,,0,,,3.688103865,10.7599699,97,58.2468,112500
577,13151,40000,2014-05,2,0,34234,0,,3,1,1180,0,30000,0,,5,0.440821256,8.090310442,77.5,89.9922,108000
583,2511C,97200,2014-07,3,1,33712,108000,,3,2,1534,,,0,,,2.512077295,12.60869565,76,,79400
584,3027V,109800,2014-07,3,1,32068,127789,,4,3,2826,0,,0,,,0.782004831,5.782312925,105,84.9149,142900
586,1535C,117000,2014-07,3,1,33755,90169,,4,2,1925,40000,,0,,,4.475392512,13.203125,102,76.74815236,125500
587,1721S,54000,2014-07,3,1,34953,60000,,3,2,1000,0,,0,,,4.881491546,21.09375,85,81.6549,135300
588,0804H,121500,2014-07,3,1,32043,135000,,3,2,2034,0,,1,,,0.394021739,1.687763713,117.5,87.1955,163700
589,2823C,63450,2014-07,3,1,32277,39000,,3,2,1405,31500,,1,,,0.592542271,6.794564349,86,75.1255,127200
591,2536O,100000,2014-07,3,1,34602,118384,,3,2,1920,0,,0,,,1.338315217,8.695652174,102,,110700
597,2396A,52200,2014-07,3,0,33905,43100,,3,1,982,10000,,0,,,5.760869565,18.01886792,79,79.9467,257300
601,7403N,77000,2014-07,3,0,33604,188000,,3,2,2210,0,,0,,,2.502264493,11.88318228,102,98.1181,98500
602,1389P,60000,2014-07,3,0,32708,124425,,4,2,2056,,,0,,,4.716183575,7.114228457,86,112.4583,224200
606,1516S,220500,2014-08,3,1,33904,108000,,3,3,1752,45000,,0,,,4.496527778,8.421052632,80,108.7245,231100
608,5112R,242000,2014-08,3,1,37220,237500,,4,2.5,1505,35000,,0,,,9.571256039,12.44947454,68.5,175.3303,362500
610,5276M,87750,2014-08,3,1,32818,72500,,4,2,1558,25000,,1,,,3.688103865,10.7599699,97,77.3954,131800
611,78554,100000,2014-08,3,1,33781,95500,,3,2,1302,20000,,0,,,4.524456522,11.89189189,94,,112400
613,1380T,144990,2014-08,3,1,32828,153300,,3,2,1884,0,,0,,,2.598128019,4.503367003,91,105.6461,242200
614,0385B,190350,2014-08,3,1,32092,181500,,3,4,3148,30000,,0,,,0.689160628,4.803312629,103,106.1203,245500
620,1820W,70000,2014-07,3,0,32209,0,,8,4,2808,35000,,0,,,0.232487923,0,102,,41900
621,0028W,74750,2014-06,2,0,32835,0,,3,2.5,1144,0,,0,,,4.011171498,8.550434202,113,94.6048,207800
622,0309W,150000,2014-07,3,0,32003,135000,,3,3,2163,,65000,0,7,4,1.285477053,3.0474532,106,107.1104,239100
623,3820S,60600,2014-08,3,0,33619,58300,,3,2,1152,0,,0,,,1.613828502,8.883248731,87,63.1292,73900
625,0113S,119600,2014-08,3,0,32809,0,,4,2,1665,1500,,0,9,,2.262228261,9.140767825,99,,125600
626,1506E,110000,2014-09,3,1,33610,0,,4,2,1437,0,,0,,,0.091334541,0.912646675,77,56.7851,71800
628,0921I,40000,2014-09,3,1,32808,40000,,4,2,1386,20000,,1,,,0.935235507,5.844155844,84,46.6734,78100
629,3659N,90350,2014-09,3,1,32277,51000,,4,2,1804,50000,,0,,,0.592542271,6.794564349,86,72.7329,128200
634,0725C,80300,2014-09,3,1,32205,30800,,4,3,988,62800,,0,,,2.482638889,11.4481409,82,116.8069,98900
639,0100H,100000,2014-09,3,1,32773,78000,,3,2.5,1644,35000,,0,,,4.554649758,10.59661621,101,78.2712,118300
642,1205Z,106200,2014-09,3,1,33952,83000,,3,2.5,2023,35000,,0,10,,3.378623188,13.07531381,83,66.2365,103100
643,10562,50500,2014-09,3,1,32969,0,,3,2,1001,15000,,0,,,0.328351449,-6.386175808,107,162.9035,256600
644,0366D,308750,2014-09,3,1,46385,285035,,5,3.5,2482,100000,,1,,,2.263737923,3.844071467,101,102.4206,184700
645,6725A,60000,2014-09,3,1,32818,58000,,5,3,1847,20000,,1,,,3.688103865,10.7599699,97,78.0427,132500
646,8240W,82890,2014-09,3,1,32217,75300,,3,2,1960,0,,0,,,1.393417874,5.20694259,110.5,102.1551,160800
649,4452,56700,2014-09,3,0,32968,,,,,,5000,,0,,,4.187047101,7.460474308,108.5,106.7668,198100
650,5214L,63000,2014-10,4,0,32210,30100,,4,1.5,1584,25000,,0,,,0.831823671,9.215017065,90,72.9137,89200
651,3007E,94500,2014-09,3,0,33610,30000,,5,3,2265,40000,,0,,,0.091334541,0.912646675,77,56.7851,71800
652,1615G,52500,2014-09,3,0,32808,0,,6,3,1891,5000,,0,,,0.935235507,5.844155844,84,46.6734,78100
653,1430S,161850,2014-09,3,0,33186,187000,,3,2,1542,20000,,0,,,1.557216184,7.465204555,92,142.1841,278200
654,3941K,52000,2014-10,4,1,33542,40000,,4,1.5,1256,18000,,0,,,0.41138285,4.04551201,103.5,63.5375,80600
655,0008E,101700,2014-10,4,1,32712,100042,,6,4,3312,13000,,1,,,1.326992754,5.098039216,91,99.0582,206900
656,5457K,58000,2014-10,4,1,32205,38000,,3,1,1247,25000,,1,,,2.482638889,11.4481409,82,116.1178,100000
659,2120C,54600,2014-10,4,1,34683,57000,,2,2,1030,6000,,0,,,2.33544686,9.216809933,71,121.9125,229800
661,1133V,58500,2014-10,4,1,32927,65000,,4,2,1150,0,,0,,,3.383152174,13.84750219,81,83.0334,115100
662,2017S,158400,2014-10,4,1,33612,143000,,5,4,3000,33000,,0,,,0.498188406,6.584821429,80,70.6487,94700
665,1051S,148500,2014-10,4,1,34648,141900,,4,3,2640,25000,,0,,,7.962711353,7.354149548,115,147.6734,255800
670,3511N,76500,2014-10,4,1,32808,80000,,3,2,1790,5000,,1,,,0.935235507,5.844155844,84,52.5821,78700
672,0436K,62910,2014-10,4,0,28540,48900,,3,1,1034,12000,,0,,,0.691425121,-1.477832512,111.5,82.5696,122100
673,0700R,83200,2014-10,4,0,32807,71500,,4,2.5,1590,30000,,0,,,4.985658213,11.53169014,89,79.9349,119600
674,0705H,105000,2014-09,3,0,27701,80000,,5,2,2163,98000,,0,,,7.589070048,6.580166821,98,106.3013,101600
676,6374B,108000,2014-11,4,1,32810,102000,,4,2.5,2232,18000,,1,,,0.839371981,7.327227311,82,78.9131,123500
678,3109K,62400,2014-11,4,1,37218,49900,,3,1,1113,25000,,0,,,5.943538647,12.31945624,68.5,,117400
679,1109B,111500,2014-11,4,1,34715,123900,,4,2,2129,0,,0,,,5.401570048,10.23002421,83,102.6613,166600
685,5129L,109800,2014-11,4,1,33625,106000,,3,2,1306,16000,,0,,,3.982487923,8.075601375,85,115.5733,177400
686,2723W,96700,2014-11,4,1,33614,87500,,3,2,1260,20000,,0,,,2.998943237,12.05020921,81,83.1519,134200
689,0133W,67000,2014-11,4,1,32714,0,,3,1.5,1723,2000,,1,,,2.561141304,8.425720621,78,90.3056,181300
693,2428H,120000,2014-11,4,1,34239,160000,,3,2,1504,0,,0,,,4.418025362,16.66666667,70.5,151.1432,217600
698,28191,114000,2014-11,4,1,33713,0,,3,2,840,76000,80000,0,20,1,2.352807971,12.93031066,69,121.3373,119300
700,8324E,87750,2014-11,4,1,32244,0,,3,2.5,1440,20000,,0,,,0.543478261,8.799266728,90.5,73.3835,111000
703,1742S,116000,2014-11,4,1,32225,93800,,3,2,1833,0,,0,,,0.554045894,5.757406372,90,102.3313,181100
713,9331V,117000,2014-09,3,1,34655,100000,,3,2,1782,30000,,0,,,2.601147343,7.205240175,104.5,99.2183,189800
716,4733R,85985,2014-10,4,1,32210,75539,,4,2,1480,20000,,0,,,0.831823671,9.215017065,90,72.9137,89200
727,0413S,62910,2015-01,1,1,32724,69900,,4,2,1961,0,,0,,,5.172101449,9.669992325,108,85.0729,136000
728,0796R,120000,2009-03,1,0,27106,0,,4,3,2452,0,,0,,,2.428291063,1.839684625,118,84.426,171100
729,0868D,67000,2014-10,4,0,28303,0,,3,2,1301,0,,0,,,1.64477657,-0.937207123,135,78.7292,110600
731,2280a,58500,2014-09,3,0,46404,0,,3,3,3082,20000,,0,,,2.361865942,-0.564971751,118,,53100
755,0404C,74700,2016-1,1,0,34759,0,,3,2,1383,10000,,0,,,2.250905797,5.405405405,113.5,82.5544,135000
778,1827W,50000,2015-02,1,0,32805,70000,,3,1,2148,1500,,0,,,0.399305556,-0.835654596,102.5,,72600
792,2035C,196415,2015-03,1,1,32204,132000,,4,4,2061,80000,,0,,,5.040006039,21.07913669,92,,132500
804,5640J,243000,2015-03,1,1,34771,240000,,4,3,3268,30000,,0,,,3.139341787,6.011854361,111,105.0999311,237100
811,0833R,101600,2015-01,1,0,27610,0,,,2,1520,15000,,0,,,2.059933575,6.195393169,88,79.2804,127100
841,0040W,227500,2015-04,2,1,32413,45000,,3,3,2294,0,,0,,,6.559480676,6.678383128,140,203.5172,235200
861,8538T,157230,2015-05,2,1,33409,174700,,3,,1674,0,,0,,,0.385718599,11.03008204,86,110.0731,161300
862,4810N,96300,2015-05,2,1,34470,58100,,3,2,1326,20000,,0,,,1.350392512,5.452292441,101,56.5179,91000
863,0748E,70500,2015-05,2,1,32211,127000,,3,2,1652,20000,,0,,,1.999547101,10.03307608,94,61.373,93700
872,0005N,472500,2015-05,2,1,28374,415000,,9,8,9730,100000,,0,,,7.962711353,7.354149548,115,113.4146,249300
874,1027N,64000,2015-05,2,1,46219,0,,3,,2384,0,,0,,,2.133907005,2.197802198,113,168.8622,83300
882,16104,503750,2015-04,2,0,33078,0,,3,3,2942,125000,,0,,,7.962711353,7.354149548,115,176.4049,249200
884,1413W,108900,2015-05,2,0,32006,0,,3,2,1030,9000,,0,,,7.962711353,7.354149548,115,168.8622,249300
885,1501M,54400,2015-03,1,0,34761,0,,3,1,1339,0,,0,,,4.360658213,11.61217587,95,101.3128,187800
899,0806W,70000,2015-06,2,1,27704,20000,,4,4,2000,60000,,0,,,2.469806763,2.380952381,76,89.1921,128000
918,0015D,88000,2015-05,2,0,34239,0,,4,2,1958,25000,,0,,,4.418025362,16.66666667,70.5,166.1031,226000
919,0910D,96300,2015-06,2,0,32807,87000,,3,2.5,1563,20000,,0,,,4.985658213,11.53169014,89,98.6953,122500
921,5344M,116100,2015-06,2,0,32927,125000,,3,2,1133,15000,,0,,,3.383152174,13.84750219,81,85.8305,121500
922,2234S,261000,2015-06,2,0,33905,150000,,3,3,2503,120000,,0,,,5.760869565,18.01886792,79,89.4713,250000
